feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T350	E1	yes	-0.368159451087366	0.319668567237847	165	95	0.251134476441666	0.849992110259515
T355	E1	yes	-0.390852545370535	0.338968792627962	165	98	0.250572405836424	0.849992110259515
T356	E1	yes	-0.390852545370535	0.338968792627962	165	98	0.250572405836424	0.849992110259515
T357	E1	yes	-0.390852545370535	0.338968792627962	165	98	0.250572405836424	0.849992110259515
T358	E1	yes	-0.390852545370535	0.338968792627962	165	98	0.250572405836424	0.849992110259515
T366	E1	yes	-0.823153459757747	0.641597260974148	165	33	0.201321962028199	0.849992110259515
T367	E1	yes	-0.44212519081933	0.305347736676823	165	96	0.149554564893951	0.849992110259515
T368	E1	yes	-0.44212519081933	0.305347736676823	165	96	0.149554564893951	0.849992110259515
T369	E1	yes	-0.285183387441344	0.292359415180619	165	95	0.330780153077953	0.849992110259515
T371	E1	yes	-0.410764962927369	0.306589849130682	165	113	0.182179597485638	0.849992110259515
T373	E1	yes	0.27795132378282	0.269547853094651	165	82	0.303985828779671	0.849992110259515
T379	E1	yes	-0.380226622921109	0.331687613536124	165	96	0.253334739607688	0.849992110259515
T380	E1	yes	-0.383307363543907	0.33079818042484	165	78	0.248259089362499	0.849992110259515
T387	E1	yes	-0.335572489547379	0.335906297707885	165	81	0.319272397132175	0.849992110259515
T388	E1	yes	-0.335572489547379	0.335906297707885	165	81	0.319272397132175	0.849992110259515
T394	E1	yes	0.322124867427581	0.218654881094044	165	137	0.142622496949848	0.849992110259515
T398	E1	yes	1.48365252979757	1.33975044662004	165	5	0.269748381017631	0.849992110259515
T399	E1	yes	1.48365252979757	1.33975044662004	165	5	0.269748381017631	0.849992110259515
T400	E1	yes	0.557880497814466	0.549671378023792	165	23	0.31164115468598	0.849992110259515
T409	E1	yes	1.06313118915233	0.976516104372395	165	27	0.277894097287371	0.849992110259515
T411	E1	yes	-0.439197283626367	0.412588198123754	165	38	0.288679744283862	0.849992110259515
T415	E1	yes	-0.232658037791897	0.225692855963612	165	107	0.304133018905203	0.849992110259515
T421	E1	yes	-0.478938711923967	0.338906302809423	165	83	0.159506877956442	0.849992110259515
