feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T23	E1	yes	0.00125215506702001	0.0540565180349958	37	37	0.981651165587599	0.993094421927372
T24	E1	yes	0.00125215506702001	0.0540565180349958	37	37	0.981651165587599	0.993094421927372
T25	E1	yes	0.0131329997540248	0.0578425681702569	37	37	0.821707936310405	0.993094421927372
T26	E1	yes	0.0114450526136236	0.0538906278444023	37	37	0.833046081149581	0.993094421927372
T27	E1	yes	0.0175544199787747	0.0649594418588877	37	37	0.788565362884831	0.993094421927372
T28	E1	yes	-0.00486067924953904	0.0694955524815555	37	37	0.944637682405413	0.993094421927372
T29	E1	yes	0.0115794650989599	0.0570968709873569	37	37	0.840462728595336	0.993094421927372
T30	E1	yes	0.00671692621894502	0.0532278573035622	37	37	0.900302137027295	0.993094421927372
T31	E1	yes	-0.0421962931353936	0.0550417846784366	37	37	0.448446008695738	0.993094421927372
T32	E1	yes	-0.0709836009221081	0.0740233596120948	37	37	0.344169252768306	0.993094421927372
T33	E1	yes	0.0155723324873743	0.0734677251622785	37	37	0.833366570816402	0.993094421927372
T34	E1	yes	-0.0474652168496366	0.0586419602648475	37	37	0.423749702894721	0.993094421927372
T35	E1	yes	-0.0455284018082671	0.0624454288224865	37	37	0.470797046063744	0.993094421927372
T36	E1	yes	-0.0455112534745095	0.0624431824079179	37	37	0.470947077965927	0.993094421927372
T37	E1	yes	-0.0151111489692227	0.0690907439967294	37	37	0.828142816350255	0.993094421927372
T38	E1	yes	0.0575004337672834	0.106144580623753	37	37	0.591444945239812	0.993094421927372
T39	E1	yes	-0.0216588473899527	0.064235799236394	37	37	0.737997027001449	0.993094421927372
T40	E1	yes	-0.00546644628814113	0.0564187153918374	37	37	0.923365937079061	0.993094421927372
T41	E1	yes	0.0367392595028127	0.0579307255452969	37	37	0.53007842472548	0.993094421927372
T42	E1	yes	0.0584376868129576	0.0466940580702706	37	37	0.219051802022637	0.993094421927372
T43	E1	yes	0.0166456771355648	0.0697068349526029	37	37	0.8126569047974	0.993094421927372
T44	E1	yes	-0.0141282484194816	0.0834087214263259	37	37	0.866468459025777	0.993094421927372
T45	E1	yes	0.0465430187616248	0.0748959597374272	37	37	0.538339843068784	0.993094421927372
T46	E1	yes	0.0325222189174062	0.0450922124348962	37	37	0.475553616658698	0.993094421927372
T47	E1	yes	0.0636066869428449	0.091560666948367	37	37	0.491833028927338	0.993094421927372
T48	E1	yes	0.0419749521853336	0.0572393654250234	37	37	0.468245036331984	0.993094421927372
T49	E1	yes	-0.00881696048994418	0.0831070260855136	37	37	0.9161153904941	0.993094421927372
T50	E1	yes	-0.0196965505381561	0.071027683968912	37	37	0.783174926244433	0.993094421927372
T51	E1	yes	-0.115622740011327	0.0879840537832895	37	37	0.197349452155466	0.993094421927372
T52	E1	yes	0.0505476941222401	0.0804658902187815	37	37	0.53395885588851	0.993094421927372
T53	E1	yes	0.0417504423568833	0.0487655408838052	37	37	0.397740495390815	0.993094421927372
T54	E1	yes	0.0298851731807947	0.0601057328560022	37	37	0.62215014492253	0.993094421927372
T55	E1	yes	-0.00889317133058482	0.0758482699145305	37	37	0.907332607967773	0.993094421927372
T56	E1	yes	-0.0748116872962322	0.0940319130675357	37	37	0.431628129968899	0.993094421927372
T57	E1	yes	0.0526579084669348	0.0841578658631941	37	37	0.535568282813988	0.993094421927372
T58	E1	yes	0.0510574692161413	0.0453783410240347	37	37	0.268182115243478	0.993094421927372
T59	E1	yes	0.0487443854111997	0.0658376633300995	37	37	0.464012109300926	0.993094421927372
T60	E1	yes	-0.00884040669001703	0.0950184762901545	37	37	0.926403267591938	0.993094421927372
T61	E1	yes	0.0415563462646546	0.0788360596662801	37	37	0.601433252961806	0.993094421927372
T62	E1	yes	0.298537462422479	0.283160997083732	37	37	0.298968308039209	0.993094421927372
T63	E1	yes	0.0407807165124311	0.084588788505133	37	37	0.632732308882912	0.993094421927372
T64	E1	yes	0.0101844808702603	0.0965016282199854	37	37	0.916552349097708	0.993094421927372
T65	E1	yes	-0.0451150232919402	0.100005215792921	37	37	0.654681015789126	0.993094421927372
T66	E1	yes	0.00449828029835584	0.0940384051837492	37	37	0.962120057135419	0.993094421927372
T67	E1	yes	0.0467325796340765	0.0950799947203951	37	37	0.626135534061309	0.993094421927372
T68	E1	yes	0.0521117853735305	0.159711563850336	37	37	0.746150405191629	0.993094421927372
T69	E1	yes	-0.00839407183213025	0.110710011840108	37	37	0.939993767802135	0.993094421927372
T70	E1	yes	-0.0132131853745109	0.112384884237919	37	37	0.907079833375443	0.993094421927372
T71	E1	yes	0.0571479326791336	0.141073382670172	37	37	0.68787412543603	0.993094421927372
T72	E1	yes	0.0904495511802547	0.052089313003363	37	37	0.0912835143825219	0.993094421927372
T73	E1	yes	0.0422382312314987	0.0718145120028011	37	37	0.560203060740921	0.993094421927372
T74	E1	yes	0.0422382312314987	0.0718145120028011	37	37	0.560203060740921	0.993094421927372
T75	E1	yes	0.0334272359200088	0.0533617866856204	37	37	0.53509986021151	0.993094421927372
T76	E1	yes	-0.0165481995759799	0.0793179486973144	37	37	0.835945590736451	0.993094421927372
T77	E1	yes	-0.064340600557239	0.109765326671125	37	37	0.56152605302066	0.993094421927372
T78	E1	yes	-0.0513721488149647	0.119033409607578	37	37	0.668695401551901	0.993094421927372
T79	E1	yes	-0.030636437369003	0.126641576087908	37	37	0.810258248525845	0.993094421927372
T80	E1	yes	-0.0488065848370819	0.107929270715695	37	37	0.65390879354766	0.993094421927372
T81	E1	yes	-0.0200335280018916	0.0981412011957347	37	37	0.839434539998671	0.993094421927372
T82	E1	yes	0.0699050331134676	0.0683565871656102	37	37	0.313488977428222	0.993094421927372
T83	E1	yes	-0.0212211975442137	0.102944365447837	37	37	0.83787414280159	0.993094421927372
T84	E1	yes	0.174841176118325	0.132491659831798	37	37	0.195522832956927	0.993094421927372
T85	E1	yes	0.0751829838293334	0.0721916152568823	37	37	0.304813750312858	0.993094421927372
